Takaran Saji,Sajian per Kemasan,Energi Total,Energi dari Lemak,Energi dari Lemak,Lemak Total,Lemak Trans,Kolesterol,Lemak Jenuh,Protein,Karbohidrat Total,Gula Total,Sukrosa,Natrium
200ml,5,180,60,35,7,0,0,4,6,24,16,8,95
